iteration,x0,x1
0,-2.0,2.0
1,-2.5144957554275265,2.8574929257125445
2,-2.7516703930972364,2.7784474245993134
3,-2.883992544099826,3.241824390641559
4,-2.792434915774818,3.1148098286974433
5,-2.8047579406751457,3.130413433179877
6,-2.8050590260001487,3.1313580439818773
7,-2.8051345617332974,3.1313085081120535
8,-2.8051179756615174,3.131312383211171
9,-2.8051180881787214,3.1313125222345395
10,-2.8051180869202206,3.131312518144926
11,-2.805118086953607,3.1313125182533748
12,-2.8051180869527217,3.131312518250499
13,-2.8051180869527457,3.131312518250575
14,-2.805118086952745,3.131312518250573
15,-2.805118086952745,3.131312518250573
16,-2.805118086952745,3.131312518250573
17,-2.805118086952745,3.131312518250573
18,-2.805118086952745,3.131312518250573
19,-2.805118086952745,3.131312518250573
20,-2.805118086952745,3.131312518250573
21,-2.805118086952745,3.131312518250573
22,-2.805118086952745,3.131312518250573
23,-2.805118086952745,3.131312518250573
24,-2.805118086952745,3.131312518250573
25,-2.805118086952745,3.131312518250573
26,-2.805118086952745,3.131312518250573
27,-2.805118086952745,3.131312518250573
28,-2.805118086952745,3.131312518250573
29,-2.805118086952745,3.131312518250573
30,-2.805118086952745,3.131312518250573
31,-2.805118086952745,3.131312518250573
