iteration,x0,x1
0,2.0,-1.0
1,3.0,-1.0
2,3.2849041477696153,-1.958556011187489
3,3.654572123575491,-1.6218876466748926
4,3.602861313644173,-1.933794715696436
5,3.560644159219101,-1.8111918790808021
6,3.5860604793320037,-1.84350489901907
7,3.5842192914246627,-1.8489328240260745
8,3.5844270253612005,-1.8481225968711232
9,3.584428376077137,-1.8481265634534856
10,3.584428340242211,-1.8481265270583511
11,3.584428340330947,-1.848126526963918
12,3.5844283403304895,-1.848126526964406
13,3.5844283403304917,-1.8481265269644034
14,3.5844283403304917,-1.8481265269644034
15,3.5844283403304917,-1.8481265269644034
16,3.5844283403304917,-1.8481265269644034
17,3.5844283403304917,-1.8481265269644034
18,3.5844283403304917,-1.8481265269644034
19,3.5844283403304917,-1.8481265269644034
20,3.5844283403304917,-1.8481265269644034
21,3.5844283403304917,-1.8481265269644034
22,3.5844283403304917,-1.8481265269644034
23,3.5844283403304917,-1.8481265269644034
24,3.5844283403304917,-1.8481265269644034
25,3.5844283403304917,-1.8481265269644034
26,3.5844283403304917,-1.8481265269644034
27,3.5844283403304917,-1.8481265269644034
28,3.5844283403304917,-1.8481265269644034
29,3.5844283403304917,-1.8481265269644034
30,3.5844283403304917,-1.8481265269644034
31,3.5844283403304917,-1.8481265269644034
32,3.5844283403304917,-1.8481265269644034
33,3.5844283403304917,-1.8481265269644034
34,3.5844283403304917,-1.8481265269644034
35,3.5844283403304917,-1.8481265269644034
36,3.5844283403304917,-1.8481265269644034
37,3.5844283403304917,-1.8481265269644034
38,3.5844283403304917,-1.8481265269644034
39,3.5844283403304917,-1.8481265269644034
40,3.5844283403304917,-1.8481265269644034
41,3.5844283403304917,-1.8481265269644034
42,3.5844283403304917,-1.8481265269644034
43,3.5844283403304917,-1.8481265269644034
44,3.5844283403304917,-1.8481265269644034
45,3.5844283403304917,-1.8481265269644034
46,3.5844283403304917,-1.8481265269644034
47,3.5844283403304917,-1.8481265269644034
48,3.5844283403304917,-1.8481265269644034
49,3.5844283403304917,-1.8481265269644034
50,3.5844283403304917,-1.8481265269644034
