iteration,x0,x1,x2,x3
0,1.0,-1.0,2.0,-2.0
1,0.46403568629005176,-0.6568213433872272,1.475138525180465,-1.4347645655789623
2,0.6838767906514075,-0.3297452428865909,1.202670807098122,-1.5777766486960123
3,0.8225547412602032,0.02740350869466196,1.4642345940371626,-1.391235552363314
4,1.5112794696241534,-0.04696922903282415,1.4221677602519007,-0.6712651877522388
5,1.6237210621172982,-0.28273423185433233,0.9867011205725092,0.1902106142576141
6,2.022488138325088,-0.21802289045467027,0.7879842388500846,0.8972048279925033
7,1.4892113899182617,-0.14683501810914265,0.6049916972942038,0.6557358695618243
8,1.0941644088328757,-0.10892750622910247,0.4651430746943431,0.4664876244905789
9,0.8227242900989287,-0.08235267620908378,0.35454754017066514,0.35313296293240437
10,0.6229075303060176,-0.06235895558721244,0.2713168059681814,0.27138167071688757
11,0.4704828162387761,-0.04707779199897923,0.20808995494078059,0.208274525835464
12,0.3552044076948424,-0.03553409226422173,0.16024857835033496,0.16032788378015705
13,0.26798006784214545,-0.026805385712889977,0.1239725394556904,0.12400842007340092
14,0.20192283496109859,-0.020196522661930484,0.09645816434423486,0.0964785386633608
15,0.15174531123191418,-0.015176953461048623,0.07553763937998517,0.075549508997372
16,0.11345979329272501,-0.011347340208655507,0.05956401766838126,0.059570711953743916
17,0.08401613643322922,-0.008402363528129482,0.04727310395071794,0.04727678749624547
18,0.061068275228977814,-0.006107225468902884,0.03769036862727426,0.03769232225735982
19,0.042792836189771005,-0.004279477750389156,0.030057063166559667,0.030058016403448597
20,0.027783856919844783,-0.0027784633187030857,0.023787349557268883,0.02378773092980776
21,0.01512210001994397,-0.001512227065698015,0.01849789870209134,0.01849798275437506
22,0.005010373628216951,-0.0005010367835505507,0.014273634922990802,0.014273632332929099
23,-0.00029321676937877315,2.9308832990190413e-05,0.01205784610771898,0.012057909328327834
24,-0.0009816957527531032,9.814580511852686e-05,0.011769996986514921,0.01177011371908295
25,-0.0009789988784938896,9.787496285927248e-05,0.011770930003758616,0.01177105233505336
26,-0.0009789928981968586,9.78742922296352e-05,0.011770740798102735,0.011770863473719263
27,-0.000978977452671536,9.787274432290397e-05,0.011770555728305501,0.011770678419303642
28,-0.0009789620619698306,9.787120615352077e-05,0.01177037065491149,0.011770493341407324
29,-0.0009789466730180637,9.786966842050432e-05,0.011770185590444656,0.011770308271231534
30,-0.0009789312848621184,9.786813078301596e-05,0.011770000534715695,0.011770123209720694
