iteration,x0,x1
0,-2.0,2.0
1,-1.029644625558555,2.241682534107458
2,-0.7408976877309524,1.2842770787776994
3,-0.430267036226757,0.3337463857719033
4,-0.2927182198525287,-0.07161945688978821
5,-0.3651559453520279,0.1413628339407737
6,-0.35897255776917136,0.12397577436854837
7,-0.3577794742729503,0.12150653650819453
8,-0.3538643082071475,0.11523131643788902
9,-0.3450541017258501,0.10406371685971509
10,-0.323919710568167,0.08217063115664573
11,-0.28470104167187754,0.04902073409114438
12,-0.22890412169452146,0.013390990578102904
13,-0.14771206964849054,-0.017576020571593853
14,-0.05430750940983098,-0.017852078314129625
15,0.07197593113287057,-0.023891110925265704
16,0.20027268528664938,0.03909418744780359
17,0.2820972657020604,0.05561911290895758
18,0.3359511854306256,0.09366325114930416
19,0.4267607834831234,0.1778027327938811
20,0.49146382438510616,0.2231426004985964
21,0.5673692227959384,0.3047431089776993
22,0.6295164173469023,0.39956980583678847
23,0.7275203036327883,0.5140545678426548
24,0.7328320996753065,0.5305881040058652
25,0.8239465093047713,0.6699509312561148
26,0.8626874310410192,0.7405734251490732
27,0.9311665560877541,0.8574129544872887
28,0.941759695556215,0.8885840202321678
29,0.9728998733746179,0.9452720233393354
30,0.9897732748906113,0.9780993977344749
31,0.9956570061649852,0.9911587312687634
32,0.9994671391822263,0.9988879243490435
33,0.9999632423230175,0.9999267507021798
34,1.0000018812571487,1.0000035253064028
35,1.0000000108044114,1.000000030704686
36,0.9999999995227046,0.9999999986539454
37,1.0000000000205493,1.0000000000579525
38,0.9999999999991316,0.9999999999975376
39,1.0000000000000642,1.0000000000001594
40,1.0000000000000129,1.0000000000000242
41,1.000000000000011,1.0000000000000224
42,1.000000000000011,1.0000000000000224
43,1.000000000000011,1.0000000000000224
44,1.000000000000011,1.0000000000000224
45,1.000000000000011,1.0000000000000224
46,1.000000000000011,1.0000000000000224
47,1.000000000000011,1.0000000000000224
48,1.000000000000011,1.0000000000000224
49,1.000000000000011,1.0000000000000224
50,1.000000000000011,1.0000000000000224
